id,car,price, origin,condition,carType,km,carColor,interiorColor,carDoor,carSeat,engine,gear,wheelDrive
Mã: 4411928,Mercedes Benz E class E200 - 2017,1539000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"39,000 Km",Đen,Nâu,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4273772,Toyota Sienna LE - 2012,1200000000,Nhập khẩu,Xe đã dùng,SUV,"52,000 Km",Trắng,Ghi,5 cửa,8 chỗ,Xăng,Số hỗn hợp,FWD - Dẫn động cầu trước
Mã: 4437043,Mercedes Benz E class E200 - 2017,1579000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"38,000 Km",Trắng,Nâu,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4414327,Ford Escape XLT 2.3L 4x4 AT - 2010,400000000,Lắp ráp trong nước,Xe đã dùng,SUV,"75,000 Km",Xám,Đen,5 cửa,5 chỗ,Xăng2.3L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4397787,Lexus GX 470 - 2008,999000000,Nhập khẩu,Xe đã dùng,SUV,"80,000 Km",Đen,Ghi,5 cửa,7 chỗ,Xăng4.7L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4436385,Honda CRV 2.4 AT - 2013,585000000,Lắp ráp trong nước,Xe đã dùng,SUV,"110,000 Km",Đen,Đen,5 cửa,5 chỗ,Xăng2.4L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4435271,Mercedes Benz V class V250 Avantgarde - 2016,1490000000,Nhập khẩu,Xe đã dùng,Van/Minivan,"70,000 Km",Trắng,Kem,5 cửa,7 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4364989,Mazda 6 2.0L Premium - 2018,735000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"26,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4440797,Toyota Fortuner 2.4G 4x2 MT - 2017,796000000,Nhập khẩu,Xe đã dùng,SUV,"80,000 Km",Bạc,Nâu,5 cửa,8 chỗ,Dầu2.4L,Số tay,RFD - Dẫn động cầu sau
Mã: 4393269,BMW X5 3.0si - 2006,440000000,Nhập khẩu,Xe đã dùng,SUV,0 Km,Ghi,Nâu,5 cửa,7 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4437629,Ford Ranger Limited 2.0L 4x4 AT - 2020,830000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"31,000 Km",Trắng,Đen,4 cửa,5 chỗ,Dầu2.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4433870,Mazda CX5 2.5 AT 2WD - 2017,785000000,Lắp ráp trong nước,Xe đã dùng,SUV,"42,000 Km",Xanh,Đen,5 cửa,5 chỗ,Xăng2.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4339176,Mercedes Benz V class V220d CDI - 2016,1550000000,Nhập khẩu,Xe đã dùng,Van/Minivan,"69,000 Km",Trắng,Đen,5 cửa,7 chỗ,Dầu2.1L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4417171,Lexus RX 350 AWD - 2014,1780000000,Nhập khẩu,Xe đã dùng,SUV,"50,000 Km",Đen,Đen,5 cửa,5 chỗ,Xăng3.5L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4366670,Audi Q7 3.6 AT - 2010,790000000,Nhập khẩu,Xe đã dùng,SUV,0 Km,Xám,Đen,5 cửa,7 chỗ,Xăng3.6L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4307191,Mercedes Benz C class C200 - 2016,945000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"64,000 Km",Đen,-,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4392859,Hyundai Elantra Sport 1.6 AT - 2019,620000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"20,000 Km",Đỏ,Đen,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4438785,Ford Everest Titanium 2.0L 4x4 AT - 2019,1180000000,Nhập khẩu,Xe đã dùng,SUV,"51,000 Km",Đen,Đen,5 cửa,7 chỗ,Dầu2.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4347840,Toyota Fortuner 2.4G 4x2 AT - 2020,1030000000,Lắp ráp trong nước,Xe đã dùng,SUV,"66,000 Km",Trắng,Màu khác,5 cửa,8 chỗ,Dầu2.4L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4442713,Toyota Land Cruiser VX 4.6 V8 - 2017,3500000000,Nhập khẩu,Xe đã dùng,SUV,"80,000 Km",Đen,Kem,5 cửa,8 chỗ,Xăng4.6L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4310168,Toyota Corolla altis 1.8G AT - 2009,338000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"137,000 Km",Đồng,Kem,4 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4411324,Mercedes Benz GLK Class GLK300 4Matic - 2009,475000000,Lắp ráp trong nước,Xe đã dùng,SUV,"85,000 Km",Đen,Đen,5 cửa,5 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4406574,Hyundai SantaFe Premium 2.2L HTRAC - 2019,1189000000,Lắp ráp trong nước,Xe đã dùng,SUV,"30,000 Km",Trắng,Nâu,5 cửa,7 chỗ,Dầu2.2L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4404024,Toyota Veloz Cross Top 1.5 CVT - 2022,688000000,Nhập khẩu,Xe mới,SUV,0 Km,Bạc,Đen,5 cửa,7 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4423780,Toyota Corolla altis 1.8G AT - 2015,548000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"50,000 Km",Bạc,Kem,4 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4436365,Vinamotor Cabstar - 2019,385000000,Lắp ráp trong nước,Xe đã dùng,Truck,"45,000 Km",Xanh,Ghi,2 cửa,3 chỗ,Dầu,Số tay,RFD - Dẫn động cầu sau
Mã: 4002238,Toyota Corolla Cross 1.8V - 2022,846000000,Nhập khẩu,Xe mới,SUV,0 Km,Xám,Đen,5 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4273999,Mazda 3 1.5 AT - 2015,450000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Đỏ,-,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4233666,Audi Q7 3.0 AT - 2012,1180000000,Nhập khẩu,Xe đã dùng,SUV,0 Km,Đen,-,5 cửa,7 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4366673,Mini Cooper 3 Door - 2022,1919000000,Nhập khẩu,Xe mới,Hatchback,0 Km,Xanh,Nâu,3 cửa,4 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4243466,Mitsubishi Lancer Gala GLX 1.6AT - 2005,350000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Cát,-,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4389708,Mazda CX5 2.0 AT - 2018,745000000,Lắp ráp trong nước,Xe đã dùng,SUV,"36,500 Km",Nâu,Ghi,5 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4312070,BMW 5 Series 520i - 2014,970000000,Nhập khẩu,Xe đã dùng,Sedan,"80,000 Km",Đen,Kem,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4420315,Toyota Camry 3.5Q - 2010,465000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Xanh,Đen,4 cửa,5 chỗ,Xăng3.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4320573,LandRover Range Rover Autobiography 5.0 - 2015,4190000000,Nhập khẩu,Xe đã dùng,SUV,"50,000 Km",Đen,-,5 cửa,4 chỗ,Xăng5.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4422824,Porsche Macan 2.0 - 2016,2350000000,Nhập khẩu,Xe đã dùng,SUV,"60,000 Km",Đen,Kem,5 cửa,5 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4442217,Toyota Camry 2.4G - 2009,415000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"110,000 Km",Bạc,Kem,4 cửa,5 chỗ,Xăng2.4L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4413024,Hyundai SantaFe 2.4L 4WD - 2018,855000000,Lắp ráp trong nước,Xe đã dùng,SUV,"50,000 Km",Đen,Kem,5 cửa,7 chỗ,Xăng2.4L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4364696,Ford Ranger XLS 2.2L 4x2 AT - 2020,695000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,0 Km,Đen,Ghi,4 cửa,5 chỗ,Dầu2.2L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4433502,Honda CRV G - 2019,896000000,Nhập khẩu,Xe đã dùng,SUV,"40,000 Km",Đen,Đen,5 cửa,7 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4398627,Nissan Almera EL 1.0 CVT - 2022,525000000,Nhập khẩu,Xe mới,Sedan,0 Km,Ghi,Đen,4 cửa,5 chỗ,Xăng1.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4316784,Toyota Corolla Cross 1.8HV - 2022,936000000,Nhập khẩu,Xe mới,SUV,0 Km,Trắng,Nâu,5 cửa,5 chỗ,Hybrid1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4435414,Toyota Yaris 1.3G - 2014,430000000,Nhập khẩu,Xe đã dùng,Hatchback,0 Km,Trắng,Đen,5 cửa,5 chỗ,Xăng1.3L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4429057,Mazda CX5 2.0 AT - 2015,579000000,Lắp ráp trong nước,Xe đã dùng,SUV,"50,000 Km",Đen,Ghi,5 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4448826,Mazda BT50 2.2L 4x2 AT - 2015,475000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"95,000 Km",Bạc,Đen,4 cửa,5 chỗ,Dầu2.2L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4444082,Ford Ranger Wildtrak 3.2L 4x4 AT - 2016,739000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"90,000 Km",Trắng,Nhiều màu,4 cửa,5 chỗ,Dầu3.2L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 3957041,Mazda 3 1.5L Sport Luxury - 2022,721000000,Lắp ráp trong nước,Xe mới,Hatchback,0 Km,Trắng,Màu khác,5 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4428957,Mazda CX5 2.0 AT - 2018,740000000,Lắp ráp trong nước,Xe đã dùng,SUV,"38,000 Km",Đỏ,Ghi,5 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4393457,Hyundai Tucson 2.0 ATH - 2017,738000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"45,000 Km",Đen,-,5 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4351824,Ford Laser GHIA 1.8 AT - 2004,165000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"150,000 Km",Xanh,Ghi,4 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4426281,Kia Cerato 1.6 AT - 2018,535000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"59,000 Km",Trắng,Kem,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4441836,Hyundai Kona 2.0 ATH - 2019,620000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"38,000 Km",Nâu,Đen,5 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4322382,Subaru Outback 2.5i-T EyeSight - 2022,1969000000,Nhập khẩu,Xe mới,SUV,0 Km,Xanh,Nâu,5 cửa,5 chỗ,Xăng2.5L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4414167,Ford Ranger XLS 2.2L 4x2 AT - 2020,710000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"14,000 Km",Xanh,Đỏ,4 cửa,5 chỗ,Dầu2.2L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4198365,Mercedes Benz V class V220d CDI - 2016,1550000000,Nhập khẩu,Xe đã dùng,Van/Minivan,0 Km,Trắng,Đen,5 cửa,7 chỗ,Dầu2.1L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4414295,Mazda 3 1.5L Premium - 2020,715000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"13,000 Km",Trắng,-,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4414527,Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,879000000,Lắp ráp trong nước,Xe mới,Bán tải / Pickup,0 Km,Trắng,Đen,4 cửa,5 chỗ,Dầu2.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4414295,Mazda 3 1.5L Premium - 2020,715000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"13,000 Km",Trắng,-,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4414527,Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,879000000,Lắp ráp trong nước,Xe mới,Bán tải / Pickup,0 Km,Trắng,Đen,4 cửa,5 chỗ,Dầu2.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4336182,Toyota Fortuner 2.8V 4x4 AT Legender - 2022,1459000000,Lắp ráp trong nước,Xe mới,SUV,0 Km,Trắng,Màu khác,5 cửa,7 chỗ,Dầu2.8L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4385879,Ford Explorer Platinum 3.0L EcoBoost - 2022,4500000000,Nhập khẩu,Xe mới,SUV,0 Km,Trắng,Đen,5 cửa,7 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4197566,Toyota RAV4 2.0 AT - 2015,999000000,Nhập khẩu,Xe đã dùng,SUV,0 Km,Trắng,Đen,5 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4432072,Mercedes Benz E class E200 - 2017,1495000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"43,000 Km",Trắng,Kem,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4106230,Mercedes Benz GLC 200 - 2022,1709000000,Lắp ráp trong nước,Xe mới,SUV,0 Km,Đỏ,Đen,5 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4445625,Mercedes Benz GLE Class GLE 450 4Matic - 2020,4250000000,Nhập khẩu,Xe đã dùng,SUV,"30,000 Km",Đen,Nâu,5 cửa,7 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4291075,Ford Ranger Raptor 2.0L 4x4 AT - 2022,1197000000,Nhập khẩu,Xe mới,Bán tải / Pickup,0 Km,Xanh,-,4 cửa,5 chỗ,Dầu2.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4164396,Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2022,1020000000,Lắp ráp trong nước,Xe mới,Crossover,0 Km,Trắng,-,5 cửa,5 chỗ,Xăng1.6L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4175941,Ford Everest Titanium 2.0L 4x4 AT - 2022,1412000000,Nhập khẩu,Xe mới,SUV,0 Km,Đen,Đen,5 cửa,7 chỗ,Dầu2.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4279271,Toyota Camry 2.0Q - 2022,1185000000,Nhập khẩu,Xe mới,Sedan,0 Km,Đen,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4408679,Hyundai Tucson 2.0 AT Tiêu chuẩn - 2021,835000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"8,300 Km",Trắng,Kem,5 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4445643,Mercedes Benz S class S400L - 2015,2080000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"50,000 Km",Bạc,Đen,4 cửa,5 chỗ,Xăng3.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4438781,Ford Everest Titanium 2.0L 4x4 AT - 2022,1412000000,Nhập khẩu,Xe mới,SUV,0 Km,Đen,Đen,5 cửa,7 chỗ,Dầu2.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4408840,Kia Cerato 2.0 AT Premium - 2019,625000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"28,000 Km",Đỏ,Nhiều màu,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4148299,Lexus RX 300 - 2022,3240000000,Nhập khẩu,Xe mới,SUV,0 Km,Cát,-,5 cửa,5 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4366693,Toyota Camry 2.5Q - 2013,698000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"80,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng2.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4354044,Lexus NX 300 - 2019,2450000000,Nhập khẩu,Xe đã dùng,SUV,"45,000 Km",Trắng,Nâu,5 cửa,5 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4279116,Honda Civic G 1.5 AT - 2022,770000000,Nhập khẩu,Xe mới,Sedan,0 Km,Trắng,Đen,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4432482,Lexus LX 570 - 2021,9500000000,Nhập khẩu,Xe đã dùng,SUV,"3,000 Km",Trắng,Cam,5 cửa,7 chỗ,Xăng5.7L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4354011,Ford EcoSport Titanium 1.5L AT - 2020,583000000,Lắp ráp trong nước,Xe đã dùng,SUV,"12,000 Km",Đỏ,Đen,5 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4431140,Mazda 3 2.0L Signature Premium - 2020,750000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"2,200 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4310408,Mercedes Benz E class E200 Edition - 2015,940000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"70,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4391562,Lexus RX 350L - 2020,4350000000,Nhập khẩu,Xe đã dùng,SUV,"16,000 Km",Đen,Nâu,5 cửa,7 chỗ,Xăng3.5L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4406361,Mercedes Benz GLC 300 4Matic - 2017,1529000000,Lắp ráp trong nước,Xe đã dùng,SUV,"49,000 Km",Trắng,Đen,5 cửa,5 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4433526,Mitsubishi Outlander 2.0 CVT Premium - 2019,785000000,Lắp ráp trong nước,Xe đã dùng,SUV,"48,000 Km",Trắng,Đen,5 cửa,7 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4439193,Kia K3 Premium 1.6 AT - 2022,674000000,Lắp ráp trong nước,Xe mới,Sedan,0 Km,Xanh,Nhiều màu,5 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 3358026,BMW 3 Series 330i M Sport - 2021,2349000000,Nhập khẩu,Xe mới,Sedan,0 Km,Đen,Kem,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4184376,Ford Explorer Limited 2.3L EcoBoost - 2022,2399000000,Nhập khẩu,Xe mới,SUV,0 Km,Trắng,Đen,5 cửa,7 chỗ,Xăng2.3L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4424789,Maserati Levante S GranSport 3.0 V6 - 2017,4500000000,Nhập khẩu,Xe đã dùng,SUV,"9,800 Km",Trắng,Nâu,5 cửa,5 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4425590,Mercedes Benz GLC 250 4Matic - 2018,1685000000,Lắp ráp trong nước,Xe đã dùng,SUV,"36,000 Km",Đen,Nâu,5 cửa,5 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4280439,Toyota Corolla Cross 1.8V - 2022,820000000,Nhập khẩu,Xe mới,SUV,0 Km,Xanh,-,5 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4410391,Mercedes Benz GLE Class GLE 450 4Matic - 2019,3950000000,Nhập khẩu,Xe đã dùng,SUV,"50,000 Km",Đen,Kem,5 cửa,7 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4446079,LandRover Range Rover Sport Supercharged - 2008,799000000,Nhập khẩu,Xe đã dùng,SUV,0 Km,Trắng,Ghi,5 cửa,5 chỗ,Xăng4.2L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4364352,Toyota Vios 1.5G - 2019,495000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Bạc,Kem,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4258150,Toyota Prado TXL 2.7L - 2012,1095000000,Nhập khẩu,Xe đã dùng,SUV,"130,000 Km",Cát,Đen,5 cửa,7 chỗ,Xăng2.7L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4369653,VinFast Lux A 2.0 2.0 AT - 2020,740000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"22,379 Km",Trắng,Hồng,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4404515,Mercedes Benz C class C200 - 2013,550000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"100,000 Km",Ghi,Đen,4 cửa,5 chỗ,Xăng1.8L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4253729,Lexus RX 350 AWD - 2011,1180000000,Nhập khẩu,Xe đã dùng,SUV,0 Km,Đen,Đen,5 cửa,5 chỗ,Xăng3.5L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4255645,Toyota Hiace 2.5 - 2007,235000000,Lắp ráp trong nước,Xe đã dùng,Van/Minivan,"170,000 Km",Trắng,Ghi,4 cửa,16 chỗ,Dầu2.5L,Số tay,RFD - Dẫn động cầu sau
Mã: 4284656,Mercedes Benz E class E250 - 2011,590000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Đen,Kem,4 cửa,5 chỗ,Xăng1.8L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4373225,Kia Morning Si AT - 2016,292000000,Lắp ráp trong nước,Xe đã dùng,Hatchback,"62,000 Km",Trắng,Kem,5 cửa,5 chỗ,Xăng1.25L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4191346,Toyota Innova 2.0E - 2016,420000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"10,000 Km",Bạc,Màu khác,5 cửa,8 chỗ,Xăng2.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4358541,Mercedes Benz E class E350 AMG - 2018,2380000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"11,000 Km",Đen,Đen,4 cửa,5 chỗ,Hybrid2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4437754,Kia Soluto 1.4 AT Deluxe - 2021,440000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"1,600 Km",Trắng,Ghi,4 cửa,5 chỗ,Xăng1.4L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4397073,LandRover Range Rover Evoque Dynamic - 2011,860000000,Nhập khẩu,Xe đã dùng,SUV,"95,000 Km",Trắng,Đen,5 cửa,5 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 3797484,Honda City RS 1.5 AT - 2021,574000000,Lắp ráp trong nước,Xe mới,Sedan,0 Km,Đỏ,-,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4324053,Lexus ES 250 - 2019,2375000000,Nhập khẩu,Xe đã dùng,Sedan,"19,000 Km",Đỏ,Nâu,4 cửa,5 chỗ,Xăng2.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 3328968,VinFast Fadil Tiêu chuẩn - 2022,342000000,Lắp ráp trong nước,Xe mới,Hatchback,0 Km,Trắng,Đen,5 cửa,5 chỗ,Xăng1.4L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4437659,Mercedes Benz C class C200 Exclusive - 2020,1540000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"15,000 Km",Đỏ,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4426441,Peugeot 2008 GT Line 1.2 AT - 2022,865000000,Lắp ráp trong nước,Xe đã dùng,Crossover,900 Km,Đồng,Đen,5 cửa,5 chỗ,Xăng1.2L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4419158,Mercedes Benz E class E250 - 2017,1600000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"40,000 Km",Đen,Kem,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4414429,BMW 3 Series 320i - 2012,615000000,Nhập khẩu,Xe đã dùng,Sedan,"130,000 Km",Đen,Kem,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4432243,Mazda 3 1.5L Premium - 2019,685000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"38,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4397736,Toyota Vios 1.5E CVT - 2020,518000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"23,000 Km",Trắng,Kem,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4378489,Mercedes Benz GLC 200 4Matic - 2022,2129000000,Lắp ráp trong nước,Xe mới,SUV,0 Km,Trắng,Kem,5 cửa,5 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4386194,Honda CRV 2.4 AT - 2010,390000000,Lắp ráp trong nước,Xe đã dùng,SUV,"90,000 Km",Bạc,Đen,5 cửa,5 chỗ,Xăng2.4L,Số tự động,FWD - Dẫn động cầu trước
Mã: 3867147,Honda CRV L - 2022,1058000000,Lắp ráp trong nước,Xe mới,SUV,0 Km,Đen,Đen,5 cửa,7 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4350139,Mercedes Benz GLC 250 4Matic - 2019,1720000000,Lắp ráp trong nước,Xe đã dùng,SUV,"16,000 Km",Trắng,Kem,5 cửa,5 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
